folioviv,foliohog,ubica_geo,tam_loc,factor,clase_hog,sexo_jefe,edad_jefe,educa_jefe,tot_integ,ing_cor
1161607417,1,11037,4,383,2,1,68,03,5,69786.77
1161607418,1,11037,4,383,2,1,41,04,6,45908.23
1161607419,1,11037,4,383,2,1,54,06,3,36373.65000000001
1161607420,1,11037,4,383,2,1,78,04,3,18764.58
1161607421,1,11037,4,383,2,1,27,06,3,25938.86
1161607812,1,11037,4,383,2,1,25,06,3,39682.12
1161607813,1,11037,4,383,4,1,58,03,7,104673.08
1161607814,1,11037,4,383,3,2,33,06,5,45162.25
1161607815,1,11037,4,383,1,1,37,04,1,14594.59
1161607816,1,11037,4,383,2,1,47,04,5,41645.85000000001
1161607906,1,11037,4,383,2,1,78,03,5,7575.81
1161607907,1,11037,4,383,3,1,44,03,4,18312.23
1161607908,1,11037,4,383,2,1,46,05,3,31360.8
1161607909,1,11037,4,383,2,1,32,04,5,30561.42
1161607910,1,11037,4,383,3,2,73,01,3,31136.49000000001
1161607911,1,11037,4,383,3,1,56,01,9,152348.46
1161696001,1,11041,4,310,2,1,45,06,2,29791.01
1161696002,1,11041,4,310,2,1,39,05,5,36811.94
1161696003,1,11041,4,310,2,1,41,04,5,55194.73
1161696004,1,11041,4,310,2,1,44,06,3,27901.26
1161696005,1,11041,4,310,2,1,56,09,3,175764.44
1161696006,1,11041,4,310,2,1,32,08,5,45568.61
1161696219,1,11041,4,310,2,1,39,05,4,27726.08
1161696220,1,11041,4,310,2,2,44,06,5,33026.49999999999
1161696221,1,11041,4,310,2,1,41,08,5,35555.67
1161696222,1,11041,4,310,2,1,32,08,3,33296.39
1161696224,1,11041,4,310,2,1,50,08,5,120907.29
1161696607,1,11041,4,310,5,1,56,10,2,207909.83
1161696609,1,11041,4,310,3,1,58,06,2,39213.51
1161696610,1,11041,4,310,2,1,46,08,3,17885.06
1161696611,1,11041,4,310,2,1,42,07,5,42491.78000000001
1161696612,1,11041,4,310,3,1,46,06,5,24196.71
1161696713,1,11041,4,310,2,1,44,06,4,53409.8
1161696714,1,11041,4,310,3,1,43,08,6,93452.41999999998
1161696715,1,11041,4,310,2,1,48,10,4,137443.25
1161696716,1,11041,4,310,2,1,43,08,5,27368.83
1161696718,1,11041,4,310,2,2,65,04,2,20343.02
1161699307,1,11041,4,231,1,2,62,03,1,11656.51
1161699308,1,11041,4,231,3,1,67,03,5,31705.89
1161699309,1,11041,4,231,1,2,75,03,1,6000.52
1161699310,1,11041,4,231,3,1,54,04,10,52096.69
1161699311,1,11041,4,231,1,1,66,01,1,10299.65
1161699312,1,11041,4,231,2,2,59,01,2,7511.919999999999
1161699501,1,11041,4,231,2,1,83,03,2,19158.1
1161699503,1,11041,4,231,2,1,70,01,3,8540.719999999999
1161699504,1,11041,4,231,1,1,63,01,1,7081.03
1161699505,1,11041,4,231,3,2,70,04,2,7403.210000000001
1161699506,1,11041,4,231,2,1,90,03,2,32921.07
1161699819,1,11041,4,231,1,1,28,04,1,23178.62
1161699820,1,11041,4,231,2,1,66,03,2,18283.25
1161699821,1,11041,4,231,2,1,72,04,2,48216.04
1161699822,1,11041,4,231,3,2,48,04,5,32857.35000000001
1161699824,1,11041,4,231,2,1,41,04,2,29970.22
1161699913,1,11041,4,231,1,2,63,03,1,11646.68
1161699914,1,11041,4,231,1,2,72,03,1,6728.53
1161699916,1,11041,4,231,2,1,47,04,3,44750.95999999999
1161699917,1,11041,4,231,1,2,74,03,1,5886.9
1161701211,1,11041,4,280,2,1,39,04,3,4885.52
1161701212,1,11041,4,280,2,1,32,06,3,7502.65
1161701213,1,11041,4,280,2,1,55,04,3,8467.289999999999
1161701214,1,11041,4,280,2,1,36,03,4,8733.060000000001
1161701215,1,11041,4,280,2,1,39,06,4,5654.049999999999
1161701221,1,11041,4,280,2,1,38,03,4,7660.45
1161701222,1,11041,4,280,2,1,64,03,3,5529.75
1161701223,1,11041,4,280,2,2,30,06,2,9613
1161701224,1,11041,4,280,2,2,27,04,2,22836.03
1161701225,1,11041,4,280,2,1,64,01,2,6024.610000000001
1161701226,1,11041,4,280,2,1,69,03,3,9163.969999999999
1161701516,1,11041,4,280,2,1,48,03,4,9520.279999999999
1161701517,1,11041,4,280,2,1,26,04,2,5629.889999999999
1161701518,1,11041,4,280,2,1,62,04,2,14004.11
1161701519,1,11041,4,280,2,1,34,04,4,8795.290000000001
1161701520,1,11041,4,280,3,1,41,04,6,25328.92
1161701602,1,11041,4,280,1,2,69,03,1,11586.68
1161701603,1,11041,4,280,2,2,86,04,2,10545.11
1161701604,1,11041,4,280,2,1,30,06,4,17557.36
1161701605,1,11041,4,280,2,1,50,04,3,23949.45
1161701706,1,11041,4,280,2,1,37,04,4,2700
1161701707,1,11041,4,280,2,1,80,01,2,12412.31
1161701708,1,11041,4,280,3,1,44,03,6,28293.42
1161701709,1,11041,4,280,2,1,61,03,2,8816.040000000001
1161701710,1,11041,4,280,2,1,37,04,5,18777.03
1161773301,1,11043,4,278,2,1,65,03,3,17697.18
1161773303,1,11043,4,278,2,1,31,06,3,30884.9
1161773304,1,11043,4,278,3,1,58,09,7,48424.34
1161773305,1,11043,4,278,2,2,50,06,3,17687.25
1161773419,1,11043,4,278,1,1,85,01,1,14410.91
1161773420,1,11043,4,278,2,2,41,06,5,28893.47
1161773421,1,11043,4,278,2,1,32,06,2,36726.56000000001
1161773423,1,11043,4,278,2,1,54,06,3,45426
1161773424,1,11043,4,278,2,1,33,06,5,21294.51
1161773813,1,11043,4,278,2,1,63,01,2,33863.3
1161773814,1,11043,4,278,2,1,58,01,6,45344.23
1161773815,1,11043,4,278,2,2,77,04,2,41746.68
1161773816,1,11043,4,278,2,1,27,06,3,23957.84
1161773817,1,11043,4,278,3,2,66,04,4,6638.51
1161773818,1,11043,4,278,2,1,46,04,7,39908.18
1161773907,1,11043,4,278,2,1,76,03,2,11071
1161773908,1,11043,4,278,2,1,56,04,3,31241.23
1161773909,1,11043,4,278,2,1,35,04,3,51285.45000000001
1161773910,1,11043,4,278,3,1,44,04,8,33887.24
1161773911,1,11043,4,278,2,2,30,06,4,21413.02
1161773912,1,11043,4,278,2,2,46,04,4,20147.6
1161845007,1,11034,4,275,2,1,41,11,5,58159.16
1161845008,1,11034,4,275,2,1,72,10,2,77783.87
1161845009,1,11034,4,275,2,1,50,06,8,74512.26999999999
1161845010,1,11034,4,275,2,2,75,01,3,50665.69
1161845011,1,11034,4,275,1,1,44,10,1,50640.51
1161845401,1,11034,4,275,2,1,22,08,3,50081.80999999999
1161845402,1,11034,4,275,2,1,49,10,4,43038.54
1161845404,1,11034,4,275,3,2,69,06,4,98596.64999999999
1161845405,1,11034,4,275,3,2,54,06,5,45094.31
1161845406,1,11034,4,275,2,1,28,04,4,22928.16
1161845613,1,11034,4,275,3,1,81,04,3,67282.03999999999
1161845614,1,11034,4,275,3,2,55,10,5,108540.94
1161845615,1,11034,4,275,3,1,59,06,7,74785.78
1161845616,1,11034,4,275,2,1,29,06,4,21034.89
1161845617,1,11034,4,275,2,1,36,09,4,12881.01
1161845618,1,11034,4,275,2,2,26,06,2,6885.239999999999
1161845719,1,11034,4,275,3,2,54,03,3,53394.23
1161845720,1,11034,4,275,1,1,97,01,1,19689.32
1161845721,1,11034,4,275,3,2,64,03,4,37868.83
1161845722,1,11034,4,275,2,2,36,09,4,51885.22
1161845724,1,11034,4,275,4,1,82,04,3,50593.83
1200137904,1,12001,1,941,3,2,59,06,3,44666.67
1200137906,1,12001,1,941,2,2,41,06,3,42447.48
1200148601,1,12001,1,614,3,2,50,09,3,12314.22
1200148602,1,12001,1,614,2,1,53,10,3,50262.29
1200148604,1,12001,1,614,1,1,71,06,1,23337.41
1200148605,1,12001,1,614,1,2,44,10,1,64239.32
1200231801,1,12001,1,581,3,2,29,08,3,21162.28
1200231803,1,12001,1,581,2,2,58,06,2,36245.09
1200231804,1,12001,1,581,3,2,61,04,3,49032.76
1200231805,1,12001,1,581,1,2,70,01,1,14680.32
1200231806,1,12001,1,581,4,1,63,04,9,43106.51
1200282401,1,12001,1,665,2,1,56,08,5,46771.10999999999
1200282402,1,12001,1,665,2,1,37,08,4,23446.68
1200282404,1,12001,1,665,3,1,73,03,5,44601.55
1200282405,1,12001,1,665,2,1,67,08,2,22284.51
1200282406,1,12001,1,665,2,2,39,10,4,61967.26999999999
1200295002,1,12001,1,558,2,1,46,08,5,27539.59
1200295004,1,12001,1,558,2,1,21,04,4,21130.43
1200295005,1,12001,1,558,2,2,49,09,2,19858.68
1200295006,1,12001,1,558,3,1,40,06,5,46039.62
1200297701,1,12001,1,687,3,2,52,09,5,66047
1200297702,1,12001,1,687,2,1,42,06,4,63368.82
1200310201,1,12001,1,366,3,1,47,06,6,23782.83
1200310202,1,12001,1,366,2,2,33,08,4,41553.99000000001
1200310204,1,12001,1,366,2,1,77,03,4,15982.71
1200310205,1,12001,1,366,2,1,52,04,4,88437.69
1200310206,1,12001,1,366,2,1,33,08,4,19694.6
1200316501,1,12001,1,468,2,2,31,03,4,14076.37
1200316502,1,12001,1,468,2,2,59,01,2,13846.46
1200316503,1,12001,1,468,3,2,40,04,6,27459.99
1200316504,1,12001,1,468,2,1,27,07,3,16370.08
1200316505,1,12001,1,468,1,1,59,06,1,15883.71
1200316506,1,12001,1,468,2,1,56,01,2,6080.19
1200375601,1,12001,1,627,2,2,37,08,2,12590.15
1200375602,1,12001,1,627,2,1,28,05,2,35657.44
1200375603,1,12001,1,627,2,1,50,04,4,60762.28000000001
1200375606,1,12001,1,627,1,1,70,04,1,3959
1200417702,1,12001,1,648,2,1,59,08,4,20237.7
1200417704,1,12001,1,648,3,1,72,01,5,12796.51
1200427201,1,12001,1,640,1,2,50,08,1,22832.82
1200427203,1,12001,1,640,3,1,70,06,4,31700.42
1200427205,1,12001,1,640,3,2,48,06,3,26808.85
1200427206,1,12001,1,640,2,2,27,08,4,21202.55
1200476501,1,12001,1,602,1,2,78,03,1,19159.71
1200476502,1,12001,1,602,2,1,87,03,2,55142.33
1200476504,1,12001,1,602,2,1,28,08,4,20178.18
1200494302,1,12001,1,533,3,1,73,06,4,18804.31
1200494303,1,12001,1,533,2,2,52,11,3,184947.1
1200494305,1,12001,1,533,1,1,67,06,1,17880.07
1200494306,1,12001,1,533,2,1,45,09,3,18601.11
1200520901,1,12001,1,620,2,2,63,10,3,95852.56999999999
1200520902,1,12001,1,620,2,2,43,05,3,15552.11
1200520903,1,12001,1,620,2,2,41,06,3,18171.83
1200520904,1,12001,1,620,2,2,39,07,3,21656.44
1200520905,1,12001,1,620,2,1,37,04,4,24603.21
1200523801,1,12001,1,763,2,1,54,06,3,32406.06
1200523802,1,12001,1,763,2,1,31,10,3,45641.77
1200523805,1,12001,1,763,2,1,30,08,3,27713.11
1200523806,1,12001,1,763,3,1,67,04,12,165337.59
1200523806,2,12001,1,763,2,1,49,10,4,33402.14
1200576402,1,12001,1,628,2,1,58,08,5,28978.85
1200576404,1,12001,1,628,1,1,55,03,1,13357.02
1200576405,1,12001,1,628,2,1,58,06,3,25839.94
1200576406,1,12001,1,628,2,1,43,10,5,38838.51
1200585001,1,12001,1,662,2,1,35,06,5,17599.83
1200585003,1,12001,1,662,2,1,42,08,4,25417.87
1200585004,1,12001,1,662,3,2,70,01,5,23251.01
1200585006,1,12001,1,662,3,1,56,04,7,72912.89
1200592601,1,12001,1,567,2,2,44,06,2,9418.029999999999
1200592602,1,12001,1,567,2,1,39,08,5,56849.69
1200592603,1,12001,1,567,2,2,43,06,2,6078.67
1200592604,1,12001,1,567,1,2,70,03,1,13244.71
1200592605,1,12001,1,567,1,2,87,03,1,6955.340000000001
1200597702,1,12001,1,632,3,1,57,03,5,27318.67
1200597705,1,12001,1,632,2,2,33,05,4,21354.01
1200597706,1,12001,1,632,2,1,53,10,3,44336.05
1200641202,1,12001,1,544,2,1,51,06,2,27269.04
1200641204,1,12001,1,544,1,2,58,08,1,15801.87
1200641205,1,12001,1,544,2,1,74,01,3,17333.7
1200656201,1,12001,1,619,2,2,84,04,3,31986.72
1200656202,1,12001,1,619,2,1,60,07,4,28465.08
1200656204,1,12001,1,619,2,1,74,04,3,28871.53
1200686502,1,12001,1,471,1,1,47,05,1,28493.4
1200686503,1,12001,1,471,1,1,78,03,1,8431.970000000001
1200686504,1,12001,1,471,2,2,42,06,6,46336.84
1200686505,1,12001,1,471,2,1,56,08,3,36820.46
1200702501,1,12001,1,729,2,2,52,08,3,66255.83
1200702502,1,12001,1,729,1,1,53,09,1,23708.62
1200702506,1,12001,1,729,1,1,27,10,1,15334.22
1200828302,1,12001,1,560,1,1,36,08,1,17714.2
1200828303,1,12001,1,560,3,1,69,07,3,33360.23
1200828305,1,12001,1,560,2,1,56,06,2,72303.70999999999
1200870301,1,12001,1,622,2,2,69,08,2,46187.3
1200870305,1,12001,1,622,2,1,39,09,2,139244.35
1200872901,1,12001,1,366,2,1,48,01,5,16903.2
1200872902,1,12001,1,366,2,1,48,06,4,40150.46
1200872903,1,12001,1,366,2,1,26,01,3,15349.21
1200872905,1,12001,1,366,2,1,57,08,2,68320.92
1200872906,1,12001,1,366,2,1,36,03,5,35052.68
1200910801,1,12001,1,670,2,2,52,05,2,42909.82
1200910802,1,12001,1,670,2,2,32,08,3,33422.88000000001
1200910803,1,12001,1,670,2,1,53,10,5,21791.78
1200910804,1,12001,1,670,1,1,77,01,1,5816.570000000001
1200910805,1,12001,1,670,2,2,49,06,2,19942.62
1200910806,1,12001,1,670,2,1,71,04,2,40211.10000000001
1200919401,1,12001,1,580,3,2,51,10,4,57453.86
1200919402,1,12001,1,580,3,2,50,03,2,28546.56
1200919405,1,12001,1,580,3,2,34,06,7,41832.75
1200919406,1,12001,1,580,2,2,37,06,7,88473.59999999999
1200928002,1,12001,1,634,2,1,37,06,4,33754.75
1200928003,1,12001,1,634,1,1,62,06,1,15067.54
1200928004,1,12001,1,634,1,2,52,06,1,5372.81
1200928005,1,12001,1,634,3,1,43,05,5,30308.87
1200928006,1,12001,1,634,2,1,23,04,3,26062.81
1200956601,1,12001,1,643,2,2,94,04,2,21814.58
1200956604,1,12001,1,643,3,2,56,03,9,103446.04
1200956605,1,12001,1,643,2,1,51,07,4,20235.31
1200958301,1,12001,1,550,2,1,27,08,5,29577.63
1200958302,1,12001,1,550,3,2,52,01,4,21486.57999999999
1200958303,1,12001,1,550,1,2,78,03,1,7554.509999999998
1200958304,1,12001,1,550,2,1,41,03,5,32016.23
1200958305,1,12001,1,550,2,1,41,06,4,37507.74000000001
1200961701,1,12001,1,635,3,1,52,07,3,22642.61
1200961705,1,12001,1,635,1,1,21,06,1,15813.39
1200970201,1,12001,1,673,3,1,55,05,3,20234.7
1200970202,1,12001,1,673,3,1,58,07,7,34597.43
1200970203,1,12001,1,673,3,1,67,04,6,39403.1
1200970204,1,12001,1,673,2,2,29,05,3,21848.95
1200997502,1,12001,1,497,2,2,52,06,3,34002.2
1200997503,1,12001,1,497,2,2,54,06,3,30105.96
1200997504,1,12001,1,497,1,1,75,04,1,14366.5
1201048901,1,12001,1,663,2,2,59,06,3,22133.42
1201048902,1,12001,1,663,2,1,40,07,4,39277.14
1201048903,1,12001,1,663,2,2,36,10,3,40550.46000000001
1201048904,1,12001,1,663,2,2,30,07,3,40204.60000000001
1201048905,1,12001,1,663,2,1,60,04,2,66709.61
1201049301,1,12001,1,530,2,1,54,05,2,37004.28
1201049302,1,12001,1,530,1,2,73,01,1,5796.19
1201049303,1,12001,1,530,2,1,34,06,5,14257.35
1201049304,1,12001,1,530,2,1,68,06,2,7321.17
1201049306,1,12001,1,530,3,2,68,06,7,39116.21
1201052901,1,12001,1,582,1,1,71,01,1,6311.35
1201052903,1,12001,1,582,3,1,70,04,6,71276.33000000002
1201052904,1,12001,1,582,2,2,61,10,2,47406.98
1201052905,1,12001,1,582,2,2,81,03,2,32251.04
1201081801,1,12001,1,726,2,2,46,04,4,43166.58
1201081804,1,12001,1,726,3,2,36,08,4,59343.07
1201081806,1,12001,1,726,2,2,26,10,3,55005.67
1201109401,1,12001,1,502,1,2,57,06,1,17339.79
1201109403,1,12001,1,502,1,1,47,06,1,9447.08
1201109404,1,12001,1,502,3,2,58,03,6,76668.37000000001
1201109406,1,12001,1,502,1,2,48,11,1,56445.84
1201141901,1,12001,1,462,2,1,51,06,3,26258.06000000001
1201141902,1,12001,1,462,3,2,45,01,5,12374.17
1201141903,1,12001,1,462,1,1,55,01,1,13768.23
1201141905,1,12001,1,462,2,1,30,05,4,16575.82
1201141906,1,12001,1,462,2,2,52,08,3,11488.54
1201145001,1,12001,1,641,2,1,30,07,3,20115.07
1201145002,1,12001,1,641,3,1,32,08,2,41464.23
1201145004,1,12001,1,641,3,1,65,04,4,64515.82
1201145005,1,12001,1,641,3,1,35,07,6,26854.47
1201145006,1,12001,1,641,3,1,46,08,6,15304.11
1201153604,1,12001,1,630,1,2,77,03,1,24359
1201154701,1,12001,1,673,2,1,80,09,2,18327.29
1201154702,1,12001,1,673,2,1,38,06,2,30949.84
1201154705,1,12001,1,673,2,1,42,08,5,51444.56000000001
1201154706,1,12001,1,673,3,1,42,05,4,64067.19
1201158201,1,12001,1,734,3,1,57,06,4,49449.29
1201158202,1,12001,1,734,1,1,50,04,1,15403.02
1201158203,1,12001,1,734,2,2,42,06,2,18476.65
1201158206,1,12001,1,734,2,1,38,06,5,45377.09
1201211501,1,12001,1,661,1,2,30,10,1,11538.57
1201211502,1,12001,1,661,2,2,34,06,4,11742.19
1201211503,1,12001,1,661,3,2,37,04,7,62048.81000000001
1201211504,1,12001,1,661,1,2,39,08,1,24702.64
1201211506,1,12001,1,661,1,2,75,03,1,11422.35
1201240801,1,12001,1,542,1,1,59,01,1,7344.01
1201240802,1,12001,1,542,2,2,50,06,2,8407.700000000001
1201240803,1,12001,1,542,2,2,33,06,3,14704.91
1201240805,1,12001,1,542,2,2,27,08,5,41500
1201240806,1,12001,1,542,3,1,62,01,7,39398.33
1201250301,1,12001,1,761,2,1,45,08,4,125620.1
1201250302,1,12001,1,761,3,1,54,03,4,37887.5
1201250303,1,12001,1,761,1,1,43,03,1,22715.98
1201250305,1,12001,1,761,2,1,55,03,4,10781.04
1201250306,1,12001,1,761,2,1,49,04,5,42043.03
1201253401,1,12001,1,490,3,2,69,03,6,50168.97
1201253402,1,12001,1,490,3,1,63,01,6,29174.54
1201253403,1,12001,1,490,3,2,43,03,10,27282.84
1201253404,1,12001,1,490,2,1,71,05,2,14538.2
1201253405,1,12001,1,490,2,2,58,08,2,15419.64
1201253406,1,12001,1,490,3,1,75,01,4,11345.15
1201273801,1,12001,1,634,2,1,51,08,2,48386.36
1201273802,1,12001,1,634,2,1,41,04,4,15329.46
1201273803,1,12001,1,634,3,1,56,10,6,34608.15
1201273804,1,12001,1,634,2,1,68,04,3,14508.18
1201273805,1,12001,1,634,3,2,62,04,2,14385.23
1201273806,1,12001,1,634,2,1,61,04,2,45912.76
1201320902,1,12001,1,650,2,1,41,10,4,52801.16
1201320904,1,12001,1,650,1,1,63,03,1,9063.1
1201320905,1,12001,1,650,2,2,38,06,3,19942.02
1201320906,1,12001,1,650,2,1,69,06,3,24365.37
1201334802,1,12001,1,547,1,2,53,06,1,8384.290000000001
1201334803,1,12001,1,547,2,2,52,05,2,19819.31
1201334804,1,12001,1,547,3,1,60,01,3,9806.540000000001
1201334805,1,12001,1,547,2,1,82,04,2,6458.43
1201334806,1,12001,1,547,1,2,45,04,1,16121.31
1201401401,1,12001,1,610,2,1,24,06,3,24585.02
1201401402,1,12001,1,610,2,1,33,06,5,29264.63
1201401403,1,12001,1,610,2,2,45,11,3,13419.51
1201401404,1,12001,1,610,3,1,63,01,5,39294.51
1201401405,1,12001,1,610,3,2,37,03,3,17194.39
1201420001,1,12001,1,539,2,1,38,09,4,32407.21
1201420003,1,12001,1,539,2,2,51,10,3,30127.58
1201420004,1,12001,1,539,2,1,36,06,5,7958.15
1201421601,1,12001,1,665,3,2,45,10,3,37598.83
1201421602,1,12001,1,665,2,1,44,06,4,44532.77
1201421604,1,12001,1,665,2,2,40,03,4,66319.64
1201421605,1,12001,1,665,3,2,83,01,2,14950.8
1201424703,1,12001,1,587,2,1,74,01,2,9594.06
1201424705,1,12001,1,587,2,2,45,10,3,70652.35000000001
1201443203,1,12001,1,518,2,1,51,08,4,41043.32999999999
1201443204,1,12001,1,518,1,2,62,03,1,27676.85
1201443205,1,12001,1,518,2,1,48,10,4,80795.44999999998
1201443206,1,12001,1,518,3,2,55,10,4,41970.83
1201457001,1,12001,1,564,3,1,75,01,7,45586.13
1201457002,1,12001,1,564,3,1,59,04,5,33094.28
1201457004,1,12001,1,564,3,2,62,01,3,22841.58
1201457005,1,12001,1,564,2,1,23,05,4,25918.18
1201457006,1,12001,1,564,2,1,33,08,5,19882.03
1201481601,1,12001,1,525,3,2,30,06,4,29553.14
1201481602,1,12001,1,525,3,2,61,03,2,4145.23
1201481603,1,12001,1,525,2,1,60,04,2,3542.94
1201481604,1,12001,1,525,3,2,50,04,7,60594.63000000001
1201481605,1,12001,1,525,2,2,35,04,5,38702.01
1201481606,1,12001,1,525,3,2,58,03,3,12063.92
1201482401,1,12001,1,615,2,1,50,06,3,58975.69
1201482402,1,12001,1,615,2,1,61,10,2,7716.01
1201482403,1,12001,1,615,2,1,38,06,4,49715.3
1201482404,1,12001,1,615,3,2,53,07,4,106079.58
1201482405,1,12001,1,615,2,1,29,10,2,38076.3
1201491001,1,12001,1,710,2,2,40,09,4,22492.96
1201491003,1,12001,1,710,3,2,70,03,5,67169.03999999999
1201491004,1,12001,1,710,2,1,38,10,3,28974.02
1201491005,1,12001,1,710,3,1,58,07,5,46190.43
1201492501,1,12001,1,583,2,1,63,06,2,32648.17
1201492503,1,12001,1,583,3,1,60,06,5,38529.24
1201492504,1,12001,1,583,3,2,50,03,7,9917.01
1201492505,1,12001,1,583,1,2,55,06,1,14626.56
1201492506,1,12001,1,583,2,2,41,03,5,18881.99
1201494601,1,12001,1,705,3,2,79,03,5,33629.48
1201494603,1,12001,1,705,3,2,46,10,5,25549.15
1201524703,1,12001,1,747,2,1,82,06,2,39709.02
1201524704,1,12001,1,747,2,1,85,06,2,39760.3
1201524705,1,12001,1,747,1,2,74,06,1,9830.08
1201557202,1,12001,1,680,2,2,50,10,2,45745.8
1201557203,1,12001,1,680,2,1,54,08,5,74260.78999999999
1201557204,1,12001,1,680,3,2,57,10,6,74920.73
1201557205,1,12001,1,680,3,2,63,03,4,27345.88
1201557206,1,12001,1,680,2,1,32,10,4,27248.59
1201617502,1,12001,1,756,2,2,43,06,3,34312.47
1201617503,1,12001,1,756,2,1,50,04,4,18271.19
1201617504,1,12001,1,756,2,1,21,04,3,43701.65
1201617505,1,12001,1,756,2,1,72,08,3,22752.9
1201617506,1,12001,1,756,3,2,53,10,4,43398.31
1201649302,1,12001,1,666,1,2,59,03,1,17147.79
1201649303,1,12001,1,666,3,1,65,06,5,62594.47
1201649305,1,12001,1,666,1,2,61,01,1,14367.01
1201655301,1,12001,1,447,2,1,57,06,4,31488.59
1201660901,1,12001,1,562,2,1,58,10,2,45978.25
1201660903,1,12001,1,562,2,1,28,06,4,24424.54
1201766901,1,12001,1,709,2,1,54,10,4,79502.60000000001
1201772802,1,12001,1,661,2,2,45,04,4,28103.86
1201772803,1,12001,1,661,2,2,72,06,2,50852.43
1201772804,1,12001,1,661,2,1,70,04,5,28180.89
1201772805,1,12001,1,661,1,2,57,04,1,10917.98
1201774802,1,12001,1,813,2,1,52,09,3,37481.26
1201774804,1,12001,1,813,2,1,27,06,4,24481.95
1201774805,1,12001,1,813,2,1,43,04,5,68423.95000000001
1201775401,1,12001,1,924,3,2,62,06,3,26999.66
1201775402,1,12001,1,924,2,2,48,06,3,31608.05
1201775404,1,12001,1,924,3,2,70,03,3,27221.65
1201775405,1,12001,1,924,2,1,70,03,2,21261.99
1201784402,1,12001,1,574,1,1,34,01,1,5104.299999999999
1201784403,1,12001,1,574,2,1,66,05,2,16175.74
1201784404,1,12001,1,574,2,2,39,06,5,28277.26
1201784405,1,12001,1,574,1,1,66,11,1,13443.98
1201784406,1,12001,1,574,2,1,73,06,2,16696.68
1201786701,1,12001,1,506,3,1,55,04,3,7745.89
1201786702,1,12001,1,506,2,1,27,06,3,9875.610000000001
1201786703,1,12001,1,506,2,1,57,10,2,56502.87
1201786704,1,12001,1,506,3,2,41,03,4,35678.08
1201786705,1,12001,1,506,2,1,78,04,2,39290.99
1201786706,1,12001,1,506,2,1,41,01,4,31907.44
1201796201,1,12001,1,440,2,1,47,04,2,11485.86
1201796203,1,12001,1,440,2,1,25,07,3,33915.03
1201796204,1,12001,1,440,1,2,62,03,1,5608.509999999999
1201796205,1,12001,1,440,1,1,49,06,1,38684.75
1201796206,1,12001,1,440,2,2,36,04,5,18268.96
1201822501,1,12001,1,547,2,1,47,04,5,26386.31
1201822504,1,12001,1,547,2,2,35,08,4,26767.85000000001
1201822505,1,12001,1,547,2,2,38,04,6,41042.01
1201822506,1,12001,1,547,2,1,48,06,3,12913.88
1201869302,1,12001,1,531,2,2,22,08,3,53170.01
1201869303,1,12001,1,531,3,2,42,08,4,51215.07
1201869304,1,12001,1,531,3,2,87,01,4,42623.16
1201869305,1,12001,1,531,2,2,30,04,2,16093.95
1201975001,1,12001,1,539,2,1,37,09,4,33295.58
1201975002,1,12001,1,539,2,2,37,08,3,29262.42000000001
1201975003,1,12001,1,539,2,1,40,04,3,19307.61
1201975005,1,12001,1,539,2,1,55,06,4,50236.8
1202048901,1,12029,1,734,2,1,47,10,2,225771.51
1202048906,1,12029,1,734,2,1,43,11,6,69453.53000000001
1202064201,1,12029,1,494,3,2,74,09,8,71778.59
1202064203,1,12029,1,494,1,2,69,03,1,16810.97
1202064203,2,12029,1,494,3,1,39,06,6,31559.46
1202064204,1,12029,1,494,3,2,42,08,4,43529.3
1202064205,1,12029,1,494,2,1,22,09,3,44080.06
1202098503,1,12029,1,1485,2,2,64,04,2,20438.29
1202098504,1,12029,1,1485,1,1,59,06,1,35433.97
1202098505,1,12029,1,1485,2,1,61,10,2,188255.22
1202127301,1,12029,1,583,3,2,56,04,5,45789.03
1202127302,1,12029,1,583,2,2,43,07,4,37869.98
1202127303,1,12029,1,583,3,2,54,08,6,148704.12
1202127304,1,12029,1,583,2,1,76,03,2,16628.97
1202138902,1,12029,1,714,3,1,62,04,6,28800.01
1202138903,1,12029,1,714,2,1,53,06,3,17316.84
1202138904,1,12029,1,714,2,1,79,03,2,7745.59
1202138905,1,12029,1,714,1,2,75,04,1,9342.25
1202141804,1,12029,1,858,2,1,33,09,5,44391.53999999999
1202141805,1,12029,1,858,3,2,24,06,3,29984.52
1202141806,1,12029,1,858,2,1,59,10,4,86655.72
1202158402,1,12029,1,513,3,1,56,10,7,71806.20000000001
1202158403,1,12029,1,513,3,1,64,03,5,138874.33
1202158404,1,12029,1,513,3,2,79,03,4,15668.39
1202158405,1,12029,1,513,2,1,34,10,4,115766.1
1202161001,1,12029,1,532,2,1,70,04,3,37070.8
1202161003,1,12029,1,532,2,1,60,06,2,109590.34
1202161005,1,12029,1,532,2,1,64,08,2,43955.17
1202161006,1,12029,1,532,1,2,34,10,1,36858.04
1202162601,1,12029,1,582,2,1,56,09,6,101896.68
1202162602,1,12029,1,582,2,1,38,05,5,74169.31
1202162603,1,12029,1,582,3,2,77,10,5,51115.1
1202162604,1,12029,1,582,4,2,92,03,5,66218.81
1202162605,1,12029,1,582,2,1,46,10,3,29336.05
1202162606,1,12029,1,582,3,2,52,10,8,208741.45
1202196701,1,12029,1,736,2,1,37,06,3,51104.27
1202196702,1,12029,1,736,2,1,60,04,2,60375.49000000001
1202196704,1,12029,1,736,2,1,53,11,4,69486.87999999999
