folioviv,foliohog,ubica_geo,tam_loc,factor,clase_hog,sexo_jefe,edad_jefe,educa_jefe,tot_integ,ing_cor
0505513401,1,05010,2,247,2,1,25,06,4,19076.08
0505513402,1,05010,2,247,2,1,51,06,5,32303.72
0505513403,1,05010,2,247,3,1,48,06,5,38447.19
0505513404,1,05010,2,247,2,1,30,06,4,65789.56999999999
0505513405,1,05010,2,247,3,1,32,06,6,75568.15999999999
0505513406,1,05010,2,247,2,1,30,06,5,43152.31000000001
0505531002,1,05010,2,243,2,1,50,04,5,68819.03
0505531004,1,05010,2,243,2,1,32,08,5,26463.52
0505531005,1,05010,2,243,2,1,37,06,6,24768.91
0505531006,1,05010,2,243,2,1,45,06,4,43481.32000000001
0505559601,1,05010,2,226,1,2,69,04,1,19389.1
0505559602,1,05010,2,226,3,2,69,03,4,23299.76
0505559603,1,05010,2,226,2,1,60,04,2,19106.54
0505559604,1,05010,2,226,3,2,82,03,5,55571.63
0505559605,1,05010,2,226,2,1,45,08,5,86449.16
0505559606,1,05010,2,226,2,1,38,06,4,107286.85
0505564701,1,05010,2,224,2,1,39,06,4,37229.49000000001
0505564702,1,05010,2,224,2,1,45,10,3,60713.10000000001
0505564703,1,05010,2,224,2,2,47,06,3,31967.21
0505564704,1,05010,2,224,2,1,48,06,2,63934.4
0505564705,1,05010,2,224,2,1,32,10,4,51737.69
0505564706,1,05010,2,224,2,1,73,03,2,26950.81
0505572201,1,05010,2,205,3,1,49,06,6,87257.2
0505572202,1,05010,2,205,2,1,67,03,2,19813.94
0505572203,1,05010,2,205,2,1,36,04,5,32276.93
0505572204,1,05010,2,205,2,2,58,04,3,59927.87
0505572205,1,05010,2,205,2,1,46,06,3,29713.92000000001
0505572206,1,05010,2,205,2,1,56,03,2,16205.02
0505573501,1,05010,2,218,2,1,55,06,2,76119.97
0505573502,1,05010,2,218,2,1,19,04,4,31041.58000000001
0505573503,1,05010,2,218,3,1,45,06,4,45988.48
0505573504,1,05010,2,218,2,1,44,03,4,62979.96
0505573505,1,05010,2,218,1,1,73,03,1,17835.42
0505579701,1,05010,2,254,2,1,33,06,5,36589.05
0505579702,1,05010,2,254,2,1,26,06,4,41363.08
0505579703,1,05010,2,254,2,2,54,04,4,85460.03999999999
0505579704,1,05010,2,254,2,1,26,06,3,33181.94
0505579705,1,05010,2,254,3,1,49,06,3,51817.60000000001
0505588301,1,05010,2,291,2,1,38,06,4,37536.79
0505588302,1,05010,2,291,3,1,56,06,5,62820.56000000001
0505588303,1,05010,2,291,2,1,27,06,5,44316.77
0505588304,1,05010,2,291,2,2,48,04,3,51328.7
0505588305,1,05010,2,291,2,1,32,06,5,27383.07999999999
0505588306,1,05010,2,291,2,1,41,06,5,23583.2
0505623201,1,05010,2,280,2,1,30,08,5,31677.23
0505623202,1,05010,2,280,1,1,33,10,1,43060.74000000001
0505623203,1,05010,2,280,2,2,42,08,2,35548.99
0505623204,1,05010,2,280,2,1,45,08,3,28595.16
0505623205,1,05010,2,280,2,1,40,10,3,42342.94
0505623206,1,05010,2,280,2,1,28,06,5,23302.64
0505638802,1,05017,2,234,1,1,51,04,1,19225.89
0505638803,1,05017,2,234,2,1,49,07,3,115620.94
0505638804,1,05017,2,234,1,1,58,10,1,77202.55
0505638805,1,05017,2,234,2,1,30,10,4,97672.10999999999
0505649901,1,05017,2,232,3,1,62,03,4,32226.57
0505649902,1,05017,2,232,3,1,47,06,6,34151.53
0505649902,2,05017,2,232,2,1,22,04,4,20528.06
0505649903,1,05017,2,232,3,1,41,06,8,55582.55
0505649904,1,05017,2,232,2,1,45,10,5,42920.4
0505649905,1,05017,2,232,3,2,53,10,4,34305.38
0505649906,1,05017,2,232,3,1,65,11,5,150409.16
0505656401,1,05017,2,253,2,1,74,01,2,13043.98
0505656402,1,05017,2,253,2,1,52,06,4,73526.16
0505656403,1,05017,2,253,1,2,58,06,1,25669.54
0505656403,2,05017,2,253,2,1,33,08,6,16658.37
0505656404,1,05017,2,253,1,2,75,01,1,6339.38
0505656405,1,05017,2,253,3,1,82,04,5,36111.68
0505656406,1,05017,2,253,3,1,64,04,4,27889.09
0505666002,1,05017,2,212,2,1,53,06,4,40170.74
0505666004,1,05017,2,212,2,1,59,06,2,26381.45
0505666006,1,05017,2,212,2,1,34,06,6,64132.92999999999
0505695601,1,05017,2,211,2,1,57,07,5,79098.43999999999
0505695602,1,05017,2,211,3,1,73,03,5,28679.85
0505695603,1,05017,2,211,2,1,47,03,3,15089.04
0505695604,1,05017,2,211,3,2,46,06,5,56591.76
0505695605,1,05017,2,211,1,2,61,10,1,52662.28
0505695606,1,05017,2,211,2,1,44,06,6,58302.75
0505697701,1,05017,2,231,3,2,24,08,4,30579.33
0505697702,1,05017,2,231,3,1,53,03,10,29498.34
0505697703,1,05017,2,231,2,1,42,04,5,22278.66
0505697704,1,05017,2,231,3,1,25,06,4,35803.27
0505697705,1,05017,2,231,1,1,71,01,1,3534.58
0505698201,1,05017,2,240,2,1,30,07,3,61239.26
0505698202,1,05017,2,240,3,2,53,08,5,44434.92000000001
0505698203,1,05017,2,240,3,1,63,10,8,48215.09
0505698206,1,05017,2,240,2,1,43,04,5,23413.46
0505699501,1,05017,2,238,3,1,52,08,6,113457.45
0505699502,1,05017,2,238,2,1,46,06,5,47799.07
0505699503,1,05017,2,238,2,1,55,03,3,44543.98
0505699504,1,05017,2,238,3,1,48,04,10,61305.34000000001
0505699505,1,05017,2,238,3,2,75,04,8,53985.76
0505699506,1,05017,2,238,3,1,59,03,7,25229.64
0505744801,1,05017,2,253,2,2,50,06,4,114179.43
0505744802,1,05017,2,253,3,1,61,10,4,69452.42
0505744803,1,05017,2,253,1,2,56,10,1,70541.66
0505744805,1,05017,2,253,2,1,48,06,3,17409.83
0505744806,1,05017,2,253,3,1,45,06,6,182688.28
0505749402,1,05017,2,220,3,1,49,07,5,63115.15
0505749403,1,05017,2,220,2,1,25,06,4,28533.75
0505749404,1,05017,2,220,2,1,42,10,4,72268.20000000001
0505749405,1,05017,2,220,2,1,39,06,5,29136.98
0505749406,1,05017,2,220,2,1,50,06,4,67028.2
0505760301,1,05017,2,251,2,1,29,08,2,34356.35
0505760302,1,05017,2,251,2,1,45,04,6,61204.64
0505760303,1,05017,2,251,2,1,45,04,2,27903.3
0505760304,1,05017,2,251,3,2,41,06,6,23870.11
0505760305,1,05017,2,251,2,1,62,03,2,15049.43
0505760306,1,05017,2,251,2,1,66,03,2,13055.03
0505857301,1,05020,2,264,2,2,53,08,3,133690.04
0505857302,1,05020,2,264,2,1,70,10,2,31018.42
0505857303,1,05020,2,264,3,2,50,07,4,27066.25
0505857304,1,05020,2,264,3,1,53,10,6,74519.98
0505857305,1,05020,2,264,2,1,58,10,3,14275.31
0505857306,1,05020,2,264,2,1,72,06,2,80453.81
0505857419,1,05020,2,264,3,1,56,04,6,69827.81999999999
0505857420,1,05020,2,264,2,1,65,06,2,30706.01
0505857421,1,05020,2,264,1,2,49,06,1,17284.32
0505857422,1,05020,2,264,3,1,59,04,5,65259.48000000001
0505857423,1,05020,2,264,2,1,30,06,5,31706.64
0505857424,1,05020,2,264,2,2,50,07,2,20848.29
0505857815,1,05020,2,264,3,2,79,03,4,36506.52
0505857816,1,05020,2,264,2,1,44,04,5,42298.96000000001
0505857817,1,05020,2,264,2,2,43,05,4,46377.03000000001
0505857818,1,05020,2,264,2,1,37,06,3,62551.89999999999
0505857907,1,05020,2,264,2,1,54,05,3,35791.97
0505857908,1,05020,2,264,2,2,75,03,2,29265.9
0505857909,1,05020,2,264,2,1,25,06,5,35815.10000000001
0505857910,1,05020,2,264,3,2,54,06,3,82782.59999999999
0505857911,1,05020,2,264,3,2,57,04,4,63395.93000000001
0505859001,1,05020,2,297,2,1,65,10,3,137851.07
0505859003,1,05020,2,297,2,1,59,04,2,46458.63000000001
0505859005,1,05020,2,297,3,2,49,06,5,44357.26
0505859006,1,05020,2,297,2,1,62,04,5,94001.15000000001
0505859219,1,05020,2,297,2,1,30,10,3,89600.69
0505859220,1,05020,2,297,2,1,59,04,2,64983.31
0505859221,1,05020,2,297,3,1,77,03,6,43426.58
0505859222,1,05020,2,297,2,1,24,04,5,68026.72000000002
0505859223,1,05020,2,297,2,1,50,10,2,130672.6
0505859224,1,05020,2,297,2,1,56,03,3,40429.72
0505859607,1,05020,2,297,3,2,64,06,3,65065.55
0505859608,1,05020,2,297,2,1,33,08,6,33780.52
0505859609,1,05020,2,297,3,1,46,07,6,38506.06
0505859610,1,05020,2,297,1,1,48,05,1,24720.13
0505859611,1,05020,2,297,3,2,76,03,6,17889.6
0505859612,1,05020,2,297,2,1,46,06,4,22953.12
0505859713,1,05020,2,297,2,1,42,06,4,40116.28999999999
0505859714,1,05020,2,297,3,1,57,04,5,32257.34
0505859715,1,05020,2,297,2,1,49,06,4,65557.36
0505859717,1,05020,2,297,3,2,55,06,7,48767.52
0505859718,1,05020,2,297,2,1,39,10,5,111479.17
0505885307,1,05022,2,329,2,1,54,06,3,54097.24
0505885308,1,05022,2,329,3,2,60,04,7,20018.15
0505885311,1,05022,2,329,2,1,46,05,5,48620.9
0505885502,1,05022,2,329,3,2,71,03,4,54024.64
0505885503,1,05022,2,329,2,1,53,06,2,40940.2
0505885504,1,05022,2,329,2,1,39,06,2,23262.31
0505885505,1,05022,2,329,2,1,54,06,3,52273.83
0505885819,1,05022,2,329,3,2,63,03,5,24238.14
0505885820,1,05022,2,329,2,1,72,03,2,18172.12
0505885821,1,05022,2,329,2,1,52,08,3,124180.31
0505885822,1,05022,2,329,2,1,83,03,2,27529.45
0505885823,1,05022,2,329,2,1,47,06,4,113915.62
0505885824,1,05022,2,329,3,1,43,06,5,35620.83
0505885913,1,05022,2,329,2,1,32,06,4,77457.33
0505885915,1,05022,2,329,2,1,68,05,2,17686.98
0505885917,1,05022,2,329,2,2,37,06,3,25605.92
0505885918,1,05022,2,329,2,1,70,04,2,12300.83
0505918007,1,05024,2,293,2,1,34,06,4,61876.56000000001
0505918008,1,05024,2,293,2,1,53,03,2,20292.25
0505918010,1,05024,2,293,2,1,27,07,4,43524.23
0505918011,1,05024,2,293,2,1,38,06,5,47835.45
0505918012,1,05024,2,293,1,2,67,04,1,12386.04
0505918401,1,05024,2,293,3,1,59,06,6,68988.83
0505918402,1,05024,2,293,1,2,58,05,1,27315.91
0505918403,1,05024,2,293,3,1,32,06,5,30716.57
0505918613,1,05024,2,293,2,2,41,06,3,23124.57
0505918614,1,05024,2,293,2,1,22,08,3,48757.01
0505918615,1,05024,2,293,2,1,30,06,3,22516.66
0505918616,1,05024,2,293,3,1,62,04,7,41631.11
0505918618,1,05024,2,293,2,1,41,06,5,33501.62
0505918719,1,05024,2,293,3,2,50,06,4,28141.8
0505918721,1,05024,2,293,2,1,45,06,4,42364.4
0505918722,1,05024,2,293,3,1,59,06,5,52450.81
0505918723,1,05024,2,293,2,1,24,06,3,20820.96
0505933203,1,05024,2,393,2,1,43,06,4,25696.57
0505933205,1,05024,2,393,2,1,44,06,4,46482.2
0505933206,1,05024,2,393,3,1,65,04,7,111677.78
0505933313,1,05024,2,393,2,1,62,04,2,21903.7
0505933314,1,05024,2,393,2,1,38,04,4,34640.67
0505933315,1,05024,2,393,3,1,44,06,6,52443.98
0505933316,1,05024,2,393,2,1,59,06,2,45637.60999999999
0505933317,1,05024,2,393,2,1,44,06,4,50497.16999999999
0505933318,1,05024,2,393,3,1,43,05,6,39645.54
0505933507,1,05024,2,393,2,2,18,06,3,10839.73
0505933508,1,05024,2,393,2,1,44,06,5,59154.77
0505933509,1,05024,2,393,3,1,54,07,6,77766.96000000001
0505933510,1,05024,2,393,2,2,42,06,4,29592.38
0505933511,1,05024,2,393,2,2,32,06,2,20990.89
0505933512,1,05024,2,393,3,2,41,01,13,97934.98000000001
0505933919,1,05024,2,393,3,2,49,06,4,36291.87
0505933921,1,05024,2,393,3,1,47,04,9,64061.84
0505933924,1,05024,2,393,2,1,39,08,4,67530.59
0505949007,1,05024,2,360,3,1,45,06,7,17682.29
0505949008,1,05024,2,360,3,1,24,08,6,70788.98
0505949010,1,05024,2,360,2,1,37,06,5,40585.78000000001
0505949011,1,05024,2,360,2,1,31,06,5,40151.77
0505949012,1,05024,2,360,1,2,55,06,1,11469.31
0505949401,1,05024,2,360,2,1,30,07,7,54638.49
0505949402,1,05024,2,360,2,1,49,06,3,42991.89
0505949404,1,05024,2,360,2,2,39,08,2,23593.4
0505949406,1,05024,2,360,2,1,40,10,3,102365.49
0505949613,1,05024,2,360,2,1,43,06,6,42949.13999999999
0505949615,1,05024,2,360,1,1,51,06,1,19072.12
0505949616,1,05024,2,360,2,1,68,11,3,108098.33
0505949617,1,05024,2,360,2,1,42,06,4,35313.55
0505949618,1,05024,2,360,2,1,38,06,4,30051.14
0505949719,1,05024,2,360,1,2,74,02,1,20831.45
0505949720,1,05024,2,360,2,1,44,06,4,25539.31000000001
0505949721,1,05024,2,360,2,1,67,03,2,11695.09
0505949722,1,05024,2,360,1,1,65,10,1,79529.48
0505949723,1,05024,2,360,2,1,35,06,3,106749.33
0505966701,1,05027,2,358,2,2,50,10,4,181168.5
0505966702,1,05027,2,358,2,1,58,06,3,70185.22
0505966703,1,05027,2,358,2,1,31,06,6,44700.50000000001
0505966704,1,05027,2,358,2,1,27,10,2,149114.73
0505967202,1,05027,2,317,2,1,52,06,5,54456.51
0505967203,1,05027,2,317,2,1,48,07,4,52141.00999999999
0505967205,1,05027,2,317,2,2,29,08,2,72036.84999999999
0505967206,1,05027,2,317,3,1,20,06,3,40763.87
0505982501,1,05027,2,322,3,1,43,08,6,57755.57999999999
0505982502,1,05027,2,322,2,1,39,06,5,97025.83
0505982503,1,05027,2,322,2,1,47,06,5,47757.87
0505982505,1,05027,2,322,3,1,52,06,9,241675.32
0505991301,1,05027,2,319,1,1,59,04,1,15805.35
0505991302,1,05027,2,319,3,1,79,01,3,34462.85000000001
0505991304,1,05027,2,319,2,1,25,08,3,23928.22
0505991305,1,05027,2,319,2,2,76,04,2,33262.43
0505991306,1,05027,2,319,3,1,65,06,8,275718.35
0506003903,1,05027,2,395,3,1,38,08,6,124713.27
0506003904,1,05027,2,395,3,1,59,04,5,59750.39
0506003905,1,05027,2,395,2,1,71,01,2,29727.1
0506003906,1,05027,2,395,1,1,46,10,1,140101.53
0506020402,1,05027,2,444,2,1,57,10,3,543228.23
0506020403,1,05027,2,444,2,1,91,03,3,142179.14
0506020405,1,05027,2,444,2,1,40,10,4,121586.75
0506056001,1,05027,2,423,1,1,45,06,1,77873.48999999999
0506056002,1,05027,2,423,2,1,25,10,3,74409.27
0506056004,1,05027,2,423,2,1,47,09,4,33651.52
0506056005,1,05027,2,423,2,1,47,10,6,144810.97
0506056006,1,05027,2,423,2,1,24,07,4,33749.98
0506057801,1,05027,2,342,2,1,45,06,5,58131.13
0506057802,1,05027,2,342,2,1,47,06,4,97475.39999999999
0506057803,1,05027,2,342,2,1,28,07,2,87466.41
0506057804,1,05027,2,342,3,2,75,01,2,25735.69
0506057806,1,05027,2,342,2,1,41,06,5,125016.38
0506092301,1,05027,2,351,2,1,52,06,7,55629.26
0506092302,1,05027,2,351,2,2,36,06,2,21574.46
0506092303,1,05027,2,351,2,1,33,06,5,32886.22
0506092304,1,05027,2,351,1,1,38,06,1,53999.99
0506103901,1,05027,2,363,5,1,45,06,2,59968.73
0506103902,1,05027,2,363,2,1,46,08,5,46973.86
0506103904,1,05027,2,363,2,1,39,07,5,51779.49
0506103905,1,05027,2,363,1,1,50,06,1,27355.95
0506103906,1,05027,2,363,2,2,52,06,2,47043.67
0506104801,1,05027,2,359,3,1,27,06,4,74970.46000000001
0506104802,1,05027,2,359,2,1,32,08,5,107419.95
0506104803,1,05027,2,359,2,1,51,03,6,64380.52
0506104804,1,05027,2,359,2,1,38,04,6,64527.52
0506104805,1,05027,2,359,2,1,48,06,5,107651.36
0506104806,1,05027,2,359,2,1,36,06,5,44956.41
0506151401,1,05027,2,288,2,1,50,04,2,70060.81000000001
0506151402,1,05027,2,288,2,2,50,06,3,73385.34999999999
0506151403,1,05027,2,288,1,1,32,06,1,27108.84
0506151404,1,05027,2,288,2,1,41,08,2,63726.76
0506151405,1,05027,2,288,2,1,25,10,4,57640.48
0506151406,1,05027,2,288,2,2,35,04,6,36978.25
0506154001,1,05027,2,365,3,2,45,06,5,29739.08
0506154002,1,05027,2,365,2,2,34,06,5,34054.10999999999
0506154003,1,05027,2,365,2,1,30,06,5,31989.97
0506154004,1,05027,2,365,3,1,50,03,4,82523.8
0506154005,1,05027,2,365,3,1,32,06,2,28027.15
0506154006,1,05027,2,365,2,1,26,06,4,59463.43
0506161601,1,05027,2,396,4,1,30,06,3,77590.81
0506161602,1,05027,2,396,2,1,24,09,3,54445.71
0506161603,1,05027,2,396,2,1,37,06,4,90584.20999999999
0506161604,1,05027,2,396,3,1,20,07,6,49353.09
0506161605,1,05027,2,396,2,1,38,06,4,52854.19000000001
0506161606,1,05027,2,396,2,1,29,06,5,56224.67999999999
0506215207,1,05028,2,248,2,1,31,08,3,49296.85999999999
0506215208,1,05028,2,248,3,2,76,06,4,32719.39
0506215209,1,05028,2,248,1,2,79,03,1,11853.49
0506215210,1,05028,2,248,2,1,40,10,3,60899.28999999999
0506215211,1,05028,2,248,2,1,50,10,4,53621.44
0506215320,1,05028,2,248,2,1,99,04,2,14438.57
0506215321,1,05028,2,248,3,2,37,10,3,16852.47
0506215322,1,05028,2,248,3,1,67,04,3,9631.129999999999
0506215323,1,05028,2,248,2,1,73,04,2,17928.5
0506215324,1,05028,2,248,2,1,26,10,3,31893.18
0506215513,1,05028,2,248,2,1,63,06,2,35222.23
0506215515,1,05028,2,248,2,1,56,06,2,13501.15
0506215516,1,05028,2,248,1,1,79,03,1,12560.86
0506215518,1,05028,2,248,2,1,70,03,2,19199.91
0506215701,1,05028,2,248,2,2,48,08,2,56213.11
0506215703,1,05028,2,248,2,1,40,10,3,31967.2
0506215704,1,05028,2,248,2,1,66,08,2,78569.20000000001
0506215706,1,05028,2,248,2,1,72,06,2,57363.7
0506262019,1,05028,2,286,2,1,34,10,3,91404.26
0506262022,1,05028,2,286,3,1,55,06,5,36832.78
0506262023,1,05028,2,286,2,1,31,06,5,37329.52
0506262024,1,05028,2,286,2,1,44,05,3,39037.35000000001
0506262414,1,05028,2,286,2,1,63,07,2,51311.35
0506262416,1,05028,2,286,2,1,36,11,5,41961.96
0506262417,1,05028,2,286,3,1,54,04,3,41299.5
0506262418,1,05028,2,286,2,1,50,04,2,25263.74
0506262807,1,05028,2,286,2,1,50,06,4,48629.49
0506262808,1,05028,2,286,1,2,47,06,1,24755.93
0506262809,1,05028,2,286,3,2,51,04,3,37032.76
0506262810,1,05028,2,286,1,1,76,06,1,22204.91
0506262811,1,05028,2,286,3,2,37,08,3,21580.31
0506262901,1,05028,2,286,2,1,45,04,4,49641.64
0506262902,1,05028,2,286,1,1,59,10,1,58948.56
0506262903,1,05028,2,286,2,1,30,06,4,18157.77
0506262904,1,05028,2,286,2,1,56,04,4,69078.85000000001
0506262905,1,05028,2,286,1,1,43,10,1,42861.78
0506262906,1,05028,2,286,2,1,32,08,3,60000.73
0506266013,1,05028,2,352,2,1,37,05,3,79103.05
0506266014,1,05028,2,352,2,1,38,06,4,61058.7
0506266016,1,05028,2,352,3,1,59,05,9,98604.38999999999
0506266017,1,05028,2,352,3,1,42,06,5,59218.36
0506266018,1,05028,2,352,2,1,27,09,2,36843.54
0506266407,1,05028,2,352,2,1,34,06,5,36775.48
0506266408,1,05028,2,352,2,1,44,06,3,96491.98999999999
0506266409,1,05028,2,352,3,1,59,01,4,44167.61
0506266411,1,05028,2,352,3,1,50,05,7,26983.09
0506266412,1,05028,2,352,2,1,31,06,6,44231.21
0506266619,1,05028,2,352,2,1,62,04,3,50213.09
0506266620,1,05028,2,352,2,2,36,03,5,30458
0506266621,1,05028,2,352,2,2,51,05,3,55451.75000000001
0506266623,1,05028,2,352,3,1,59,04,3,66497.67
0506266624,1,05028,2,352,1,2,82,04,1,8647.439999999999
0506266801,1,05028,2,352,3,1,71,04,4,266144.5
0506266802,1,05028,2,352,2,1,57,04,2,19303.26
0506266803,1,05028,2,352,3,1,54,07,3,29208.16
0506266804,1,05028,2,352,2,1,42,06,5,22297.42
0506266806,1,05028,2,352,2,1,25,06,2,41353.59
0506314013,1,05031,2,293,2,1,39,06,5,34318.59
0506314016,1,05031,2,293,2,1,68,04,2,31985.24
0506314407,1,05031,2,293,3,1,57,10,5,127844.44
0506314408,1,05031,2,293,2,2,49,06,3,99766.37
0506314409,1,05031,2,293,1,2,56,03,1,5927.12
0506314410,1,05031,2,293,2,1,49,06,4,42417.83
0506314412,1,05031,2,293,2,2,70,03,2,32432.13
0506314619,1,05031,2,293,2,1,70,01,2,14862.51
0506314620,1,05031,2,293,2,1,33,06,5,23803.27
0506314624,1,05031,2,293,2,1,34,06,4,26754.39
0506314802,1,05031,2,293,2,1,46,05,4,40809.6
0506314803,1,05031,2,293,3,1,49,05,6,120492.2
0506314804,1,05031,2,293,2,1,33,04,4,31946.14
0506314805,1,05031,2,293,2,1,53,04,2,36269.76
0506314806,1,05031,2,293,2,1,40,05,4,32473.77
0506337203,1,05032,2,274,2,1,80,04,3,18351.84
0506337204,1,05032,2,274,2,1,74,04,3,12086.06
0506337205,1,05032,2,274,2,2,71,06,2,20407.07
0506337206,1,05032,2,274,1,1,81,03,1,10644.09
0506337313,1,05032,2,274,3,1,60,07,2,19158.44
0506337315,1,05032,2,274,2,2,63,03,3,51604.78999999999
0506337318,1,05032,2,274,2,1,33,10,3,77333.06
0506337507,1,05032,2,274,2,1,38,08,2,59359.6
0506337508,1,05032,2,274,1,1,46,06,1,20429.36
0506337509,1,05032,2,274,2,1,63,06,2,13166.99
0506337510,1,05032,2,274,2,1,64,04,4,19924.94
0506337919,1,05032,2,274,1,2,58,06,1,38092.03
0506337920,1,05032,2,274,2,1,37,06,5,71372.39999999999
0506337921,1,05032,2,274,2,1,60,10,2,34207.56
0506337922,1,05032,2,274,2,1,45,08,4,90509.63000000001
0506365014,1,05032,2,295,2,1,60,04,3,35131.76
0506365015,1,05032,2,295,2,1,78,03,3,31854.82
0506365016,1,05032,2,295,2,1,54,08,4,32268.38
0506365017,1,05032,2,295,2,1,43,10,5,5806.45
0506365018,1,05032,2,295,3,2,80,04,3,49316.67999999999
0506365408,1,05032,2,295,1,2,55,06,1,29564.05
0506365409,1,05032,2,295,2,1,60,04,2,37030.31
0506365412,1,05032,2,295,2,1,68,04,2,27730.36
0506365621,1,05032,2,295,3,1,76,04,5,76057.33
0506365622,1,05032,2,295,2,1,33,08,2,21914.73
0506365801,1,05032,2,295,2,1,60,05,2,33118.02
0506365802,1,05032,2,295,2,1,38,10,6,135245.86
0506365803,1,05032,2,295,2,1,57,04,3,43863.89
0506365804,1,05032,2,295,2,1,77,03,2,22733.92
0506365805,1,05032,2,295,3,2,59,06,2,25923.49
0506403207,1,05033,2,332,3,2,58,08,7,174614.46
0506403208,1,05033,2,332,2,2,49,03,3,11933.7
0506403210,1,05033,2,332,2,1,63,04,3,1196848.08
0506403211,1,05033,2,332,3,2,63,03,8,44189.98
0506403319,1,05033,2,332,3,2,48,04,6,46380.28
0506403320,1,05033,2,332,3,1,60,06,6,39962.5
0506403322,1,05033,2,332,3,2,58,03,7,36983.72
0506403323,1,05033,2,332,3,2,42,04,5,42332.36
0506403324,1,05033,2,332,2,1,46,06,4,21001.03
0506403513,1,05033,2,332,3,1,67,03,6,23914.66
0506403514,1,05033,2,332,2,1,27,07,3,49755.44
0506403515,1,05033,2,332,3,1,68,04,2,16548.25
0506403516,1,05033,2,332,2,1,44,06,5,36029.92000000001
0506403517,1,05033,2,332,2,1,33,08,5,113367.04
0506403518,1,05033,2,332,2,1,38,06,5,38202.63
0506403701,1,05033,2,332,2,2,38,06,4,15408.18
0506403702,1,05033,2,332,2,1,60,04,2,24315.73
0506403703,1,05033,2,332,2,1,42,04,3,17704.9
0506403704,1,05033,2,332,2,2,43,06,4,56926.18000000001
0506403705,1,05033,2,332,3,1,50,06,5,44640.95999999999
0506403706,1,05033,2,332,1,1,62,03,1,8581.959999999999
0506432019,1,05033,2,353,2,2,44,04,2,11079.45
0506432020,1,05033,2,353,2,1,42,04,2,53721.49
0506432021,1,05033,2,353,3,1,30,06,8,29599.53
0506432022,1,05033,2,353,1,2,44,06,1,230736.61
0506432023,1,05033,2,353,3,1,63,06,4,35397.25
0506432024,1,05033,2,353,3,1,43,04,5,24962.99
0506432413,1,05033,2,353,2,1,40,06,6,80497.23999999998
0506432414,1,05033,2,353,2,2,26,06,3,10286.38
0506432417,1,05033,2,353,3,2,46,06,6,44971.57000000001
0506432418,1,05033,2,353,2,1,29,08,5,76508.64999999999
0506432807,1,05033,2,353,2,1,59,03,3,26818
0506432809,1,05033,2,353,2,2,53,06,2,18127.85
0506432810,1,05033,2,353,3,1,45,04,7,47690.21000000001
0506432811,1,05033,2,353,2,1,43,08,5,34131.12
0506432812,1,05033,2,353,3,2,51,06,4,15393.43
0506432901,1,05033,2,353,2,1,33,06,5,18855.18
0506432902,1,05033,2,353,2,1,47,08,4,59886.89000000001
0506432904,1,05033,2,353,3,2,40,06,8,84977.56
0506432905,1,05033,2,353,3,2,53,03,8,40472.16
0506432906,1,05033,2,353,2,2,38,04,4,21730.95
0506517207,1,05017,3,238,1,2,69,03,1,13420.64
0506517208,1,05017,3,238,2,1,45,01,4,36956.69
0506517209,1,05017,3,238,3,1,49,06,7,79440.87999999999
0506517210,1,05017,3,238,3,1,69,03,6,44369.73999999999
0506517211,1,05017,3,238,2,2,49,06,2,43092.94
0506517212,1,05017,3,238,2,1,52,04,2,28473.38
0506517319,1,05017,3,238,3,1,45,10,5,38120.6
0506517320,1,05017,3,238,1,1,62,06,1,55729.3
0506517321,1,05017,3,238,2,1,57,06,3,19133.67
0506517323,1,05017,3,238,2,1,48,03,5,30212.45
0506517324,1,05017,3,238,2,1,44,05,4,50033.05
0506517514,1,05017,3,238,2,1,70,04,3,44876.91
0506517515,1,05017,3,238,1,1,39,06,1,17359.1
0506517516,1,05017,3,238,3,2,37,03,5,11805.39
0506517517,1,05017,3,238,3,2,67,03,3,21979.29
0506517518,1,05017,3,238,2,1,40,04,5,33750.6
0506517701,1,05017,3,238,1,1,38,10,1,20030.33
0506517702,1,05017,3,238,2,1,75,03,2,9098.35
0506517703,1,05017,3,238,2,1,54,04,3,27632.3
0506517704,1,05017,3,238,2,2,65,06,2,7346.08
0506517705,1,05017,3,238,1,1,78,03,1,10258.92
0506517706,1,05017,3,238,2,1,84,01,2,29188.88000000001
0506555001,1,05020,3,216,1,1,67,04,1,15272.34
0506555003,1,05020,3,216,3,2,64,06,4,81366.69
0506555005,1,05020,3,216,2,1,80,04,2,26300.13
0506555006,1,05020,3,216,3,1,73,03,4,19721.54
0506555219,1,05020,3,216,1,1,30,03,1,34078.37
0506555220,1,05020,3,216,3,1,58,06,5,90567.24000000001
0506555221,1,05020,3,216,3,1,38,06,4,44547.07000000001
0506555222,1,05020,3,216,2,1,74,04,2,15913.78
0506555223,1,05020,3,216,3,1,71,03,4,19259.79
0506555224,1,05020,3,216,2,1,62,03,2,10774.8
0506555607,1,05020,3,216,2,2,41,06,4,5114.74
0506555610,1,05020,3,216,2,1,37,08,6,17901.62
0506555611,1,05020,3,216,2,1,31,10,3,52072.12
0506555612,1,05020,3,216,1,2,53,06,1,12290.16
0506555714,1,05020,3,216,3,2,51,04,4,43276.12
0506555716,1,05020,3,216,2,1,55,08,2,64493.57
0506555717,1,05020,3,216,3,1,45,06,4,61914.7
0506555718,1,05020,3,216,2,1,89,03,3,24930.52
0506564019,1,05020,3,204,2,2,43,06,2,13793.45
